review_id,product_reviews,user_id,product_id
"R11MQS7WD9C3I0,R2AKH69XQY8BY4,R8GBOLYUN5UP6,R1AYVO4R25KJTA,R1HT6XM787V7FV,R339XJL1GMKHA3,R175VFSB2A32HG,R35T9LXYBSP09G","Good for fast charge but not for data transfer,Good cable compares to local the brand.,good but doesnt last,Good product,Good Product,Good and worth it,very good material quality charging speed is 15 watt,Not a fast charger","AGYLPKPZHVYKKZHOTHCTYVEDAJ4A,AGTTU64JMX722LYCN3SOWLFPKPAQ,AFWD4ZTM7473CDWARHCDQKK73MTA,AEXCQM3FDLX3YL3UJWWUIAIUJT4A,AHUKYUWRUVRTB3IQGISXWTSPAWLQ,AFWW4UEXAJH7EAB5LTMKMSGLUN2Q,AFM5JL37WY7G6MLQUI4WAXUJME7Q,AFECO24WYFOU2KL7C3DMHTEHRU7Q",B08CF3D7QR
"R3EEUZKKK9J36I,R3HJVYCLYOY554,REDECAZ7AMPQC,R1CLH2ULIVG5U3,R2DMKIBGFKBD6R,RC89B5IAJUTR5,R3B3DDON5FH8DS,R13WAEJDI5RS36","Good product,Good one,Nice,Really nice product,Very first time change,Good,Fine product but could be better,Very nice it's charging like jet","AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,AG5HTSFRRE6NL3M5SGCUQBP7YSCA,AH725ST5NW2Y4JZPKUNTIJCUK2BA,AHV3TXIFCJPMS4D5JATCEUR266MQ,AGWIGDEMFIIUAOXYY2QATNBSUGHA,AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,AGAKDNBHY2FKX7I4ACRGILU7QL7A,AFNWJUWJRHCC6HN52KMG5AKZY37Q",B0789LZTCJ
"R1FKOKZ3HHKJBZ,R2WNMZI1EXTA0H,RCA1M3W4RIXUR,R3BKCLL6D7ZLIX,REVSR0ILY3547,R15W5KMQB95IV5,R10PB68FRUHT5V,R3TLCE9JSBU3UP","It's quite good and value for money,Works well,Hdmi cable,Value for money,All good,Gets the job done,Delivery was good,This one was my need to purchase","AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,AFY5TVFOMVHGBPBTIJODYDQRZM5Q,AE3O6366WGEQAANKJ76QETTUQQTQ,AEQIJCPWSBCDKUO5VROXXHWX3PPA,AGVIAQK2HQ47P7UVXHW2NBAEU7YQ,AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,AH77IQRYD54XCRMCO7XEAIAYCLPA,AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ",B07KSMBL2H
"R1QETDIPRCX4S0,RARQYQ8POOFA9,R952F931MCOR5,R3LLDHV3WXED9C,R282YHZ5A4GMY4,R34W3B1C7RP98Q,R1467F9VL3DLSY,R3KLQRR1UM44JG","Works,Nice Product,Fast Charging as original,Good for data transfer,Average. Cost effective,Good quality,Great Product,Nice","AGUAYQHARAKR2VZTRP276KAGETKQ,AFKTST2773VUOKUHE7FCR6QCAURQ,AEGLHOQOWUUUQEDV6EWXTSHIUE7A,AEHQYGI5L4FFALBMC5XMT5KXSZCA,AHJFXFGDAXEHIG2ZLUWVMZ3LWPBA,AEP4CW3UI7AJ7XM7PAAKVCB6U3ZA,AHIWCPCQ2Z4HWEM7V4HGTLVZQM6Q,AHT4JDEYWRIQGCA2WAQJ6E2POHCQ",B085DTN6R2
"R20XIOU25HEX80,R2X55FA2EEUEYM,R393Z224NBTDLN,R3Q4ZCHWSAQD5B,R1AE3A4NSVM9SC,R2U1YAAZE07I1V,R36NVL58WQ7D64,R1E7GPZ569TBIZ","Great but,Worked well for 6 six months thatâ€™s it,Compatible with Apple iPad 2nd generation and charging very well.,CABLE,The product is good but the phone gets disconnected at multiple occasions.,Not a fast charging cable,Good item. Value,Amazing product and value for money","AF2XXVO7JUBUVAOBTJ3MNH4DGUFQ,AH6VDJLLPBXKCWXMLBKMBCQ2ESGA,AE642RIGZIT2VPQJOLNUZ34QVWJQ,AFLHNKQH5UQZU3ATISKSMRE2KEDQ,AF2L4MCRCIDOOREQJN7QPQ4QBZCA,AGKLZ4SUHAU47KJXDVHBBEWJODUA,AHESCOYXLCXB56F4JO45X4CZQCYA,AGGHDE6KFZHEDUDJBD5R27AYMEWA",B09KLVMZ3B
"R2JPQNKCOE10UK,RQI80JG2WZXNF,R2LYZ4CUWPMUJN,R1ZBD2ZB2ZYEWX,R2ITEDC9KOCY3N,R1115HIQP3BKKJ,R31OMS6DNMI7M,R2DCFXQMUNO93L","Good product,using this product 8months It is done  I have not faced any problem so far, its build quality best,I really liked this one.,Very strong and support fast charging ,,Nice cable,Best data cable charging fast","AGSGSRTEZBQY64WO2HKQTV7TWFSA,AEYD5HVYAJ23CR6PTWOOIKUOIDHA,AFRMNW6TDHDZBP2UHF2K3MEAEYUA,AHICHCW6EC3BNV2IDAEAJPBG4HZQ,AGWFKE7RNP6EVC4JFLFSL76EEVVQ,AGEOQQHGNELZNEUKJAJUA7NTPBLA,AFS3QBSOMCE2FAZFUYZ3NBFQDLMQ,AGJYG6ZWCWD74WNE6Y37XZ2VUSMA",B083342NKJ
"R13UTIA6KOF6QV,R2UGDZSGFF01K7,RHHIZ45VYU5X6,R14N9HBE5EIUY0,R2WMW096T9Y0OU,R1SHIIE6M72825,R22P6BE9DBME4F,R2TEINENXTIHT2","It is the best tv if you are getting it in 10-12k,Good price but the OS lags,GARBAGE QUALITY,Good product.,Good quality,Great experience everything is fantastic ðŸ¤ ,Super picture quality and sound quality,Awesome","AHEVOQADJSSRX7DS325HSFLMP7VQ,AG7XYZRCSKX6G2OLO7DVZWIZ3PUQ,AE2THTCCQLBIUSWPF4CPXC6GGP7Q,AHUJZOV34DFEN55QQ5XOYKVKHV6Q,AELX4DI77ZHURZTDLYFU7XMP7R6Q,AE2ODWBBOBD2SITDDIEJ644OSRFQ,AFLW4WXYQ3G6HU5LBQORDDZO3FOQ,AGGRC2P6M43GDEWCAHGYAILCSKTQ",B0B6F7LX4C
"RGIQEG07R9HS2,R1SMWZQ86XIN8U,R2J3Y1WL29GWDE,RYGGS0M09S3KY,R17KQRUTAN5DKS,R3AAQGS6HP2QUK,R1HDNOG6TO2CCA,R3PHKXYA5AFEOU","A Good Braided Cable for Your Type C Device,Good quality product from ambrane,Super cable,As,Good quality,Good product,its good,Good quality for the price but one issue with my unit","AECPFYFQVRUWC3KGNLJIOREFP5LQ,AGYYVPDD7YG7FYNBXNGXZJT525AQ,AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,AFPHD2CRPDZMWMBL7WXRSVYWS5JA,AEZ346GX3HJ4O4XNRPHCNHXQURMQ,AEPSWFPNECKO34PUC7I56ITGXR6Q,AHWVEHR5DYLVFTO2KF3IZATFQSWQ,AH4QT33M55677I7ISQOAKEQWACYQ",B082LSVT4B
"R2BP8Y5OJXKJLF,R218813TNRHNSY,R3VIKEVJ5DBF5G,R2PQNCTR8TQCT4,R3FI11UEJC9ZOJ,R3ULCCZZHBNLA4,RELIQ4H7CYX2Q,R3ALQNTJN4ER9N","Good for charging and Data transfer,à¨®à¨œà¨¼à¨¬à©‚à¨¤,Good Quality but less Power Delivery,Fantastic!,Good,Not useful,Doesn't fit properly,Can't support Oppo mobile for fast charging","AFB5KJR4Q5FICAHBOPDPUTB3O7QQ,AHW3QBHDOUMXODZ4EAMHD5JMDIDQ,AGXRGH7DLS3RVFS5KWU4PGR3H3GQ,AFLIHOX2HH7S2OJAD63UAHKMY34Q,AEHBE4U3HD6G2TMSHKE7TNZYOWCA,AFHKIURZM4R62UEXTOCZLI2FPQ6A,AEW6K4E5A4RUWRFFUDINQE5WWBSQ,AG4LMDCRAAKD4U2FZ6B6N75KTHXA",B08WRBG3XW
"R2PNR69G0BQG2F,R31A0WWDEYMKEW,R2C4XEWFLVU7JV,RYWES5AT5FQO6,R1PGWAY5TEWLT4,R32542OPR0QC4I,R2JDJEVZ2G7EEK,R36EHHPAQNSSOF","Sound quality,Very nice,Value for money,Good,Good for its price.,Good item,Budget friendly,Good","AHBNKB74LGTYUOKPAJBSKNFV45CA,AFIECTV45ADX5YPTE2VU6ORRHTGQ,AFDUJI7KG7VMZF4JGJHV4DBCA4OA,AEUWKSX5ZL7DWOOYVDOWJKBHOVXA,AHEJW5MYVFOQBEXD6BIUBB3PJBPQ,AEM2Y22BKLFYL5BK7SC56Q75ODOQ,AHWDVB4OO4S3YS5RYQZIDBNV6BUQ,AFCEDQXVCB4LUUBWXRJS6KRU62FQ",B08DPLCM6T
"R12D1BZF9MU8TN,R32MNCWO5LGFCG,RZU3UK8OZKD6X,R3BSTKR3JUW6GY,R1ARVYPXS4XPB7,R1V6GDYE2IBX8O,R28EG2PXZTJL90,R2SQNU7OIOOLHT","Good cable for car,Good substitute for orginal,Better Value for money Product,Way better than the original,Absolutely amazing.,Namm hi kafi hai,Very good,As the names say Durable cell it a durable cable ;-)","AFNYIBWKJLJQKY4BGK77ZOTVMORA,AFCTNNMP2LZLY5466YJ5AY3JE5ZA,AG3XBWOAL65DJSBHJ7LQ2K54HJKQ,AF2ZFMLJS4UBCGZO4FMJTEPP6MHA,AFBZMRHC4GXUU7KNAK4OBKORDF6Q,AHSIQL276K7X2UP72QOOOWNVRSXA,AF3D6X5NQWOBOEVVH2Y37N55AKZQ,AFWOTSQXCQJLZ653Y7ACEZADKGYQ",B09C6HXFC1
"R1GYK05NN6747O,R1J21BZ29NGQF9,R16JCHEILBYOMW,R2WVVS88M7SH18,R2MQ3VB8ZTUS48,RBJPTKHYQ7G7U,R37PKO5FUPJW35,R38R2YC2J2BMWR","Good product ; Average Finishing,Save it purpose well without any issue. I am satisfied,No issues,NO NEED TO PUT AUX CABLE FOR CONNECTING AUDIO FROM SECONDARY MONITOR,Good product,Not so Bad,Good,Worked will for only 3-4 months.","AEO5FHWNOSFBT554DKQAG4ICBGFQ,AGIQ5Y7Q4MKZ542KKVFZLAIZV6GQ,AFD53TWXXCPJAYQJ7REZPW34AKKQ,AHBMHE56M3IAD7Z4KXUKREAZX3WQ,AFR4YULNFZZC5DJOWH2KNFAOM6BQ,AEP5UMK4KDMGZGBHBLZDB2R37OMA,AHLKQWAPXICPCSCIPIF6C6FOENOQ,AHTBS46SCEBGWK4SUH3FOQEORR3Q",B085194JFL
"R1SN0D4DFBKAZI,R1SX5L77L2CD6V,R1NAZ6M4QBUJMK,R25I5FXOJA76KS,R32V7DQLDSKJ99,R8QWY8HXI120P,R2OZPGGMUCLSC1,R1G4SA1P865EIS","Good,Sound is very low another brand comparing in better,Service provider not meet my home refuse, tv i am not using bad service,Good product,Ok super,Floor stand does not come with it ...,Good","AHEVO4Q5NM4YXMG2HDDXC5XMBGRQ,AFZPH7ZAWX5VDY3HOBNYRDGIDBVA,AFURD6VVHRG4HZ36KXGXYUTVUDLA,AHJF5BZJNDLXJXSW74ZPLHGO7GUA,AFUS52CHEA75E2YGQ6SYGP3PKBGA,AGS3YC22FW2PCSH3I7ODDXETZ6BA,AGGI2H2AGOIX6IBDJRWULYUP5DPQ,AG4TU4LCQXF2XTLMMGMFTNWL3OOA",B09F6S8BT6
"R3F4T5TRYPTMIG,R3DQIEC603E7AY,R1O4Z15FD40PV5,RDVX50PD4CTFE,R3H6WKG0TA5CGU,R3Q3L1KP5QWPV3,RU0LU2PAIIME,R20FTANBPFA653","Worked on iPhone 7 and didnâ€™t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well.","AHIKJUDTVJ4T6DV6IUGFYZ5LXMPA,AE55KTFVNXYFD5FPYWP2OUPEYNPQ,AEBWA5I4QFCA3P3OBEPMELBGN4GQ,AHMGAC6QM62UXNEOCZIHLHSXPP2Q,AFHROSCGIXUPV3FYQ7H5QOD46Q7Q,AEAMIR3CMSA32IDEINSJKHRNANTA,AF355FTXYAKFH5NYPRTE7SL3WO3Q,AG5DWPD54QGSLWJ6QUFERLPNAX4Q",B09NHVCHS9
"R1EBS3566VCSCG,R24MB66WRPSN2A,R25UU2M1B9BO5X,R1NXW7PGVND2LE,R3OSBPH7X9AQUK,R2I8RVEPDM0IMQ,R5RES2LABIW7Q,R3A3IRV8ZWP1U9","Wonderful TV and Awful installation service from amazon,Acer Television Review,It's a good product for that price.,Good for the price,Almost a complete package,Nice Product,Good product,Super designed","AFSMISGEYDYIP3Z42UTQU4AKOYZQ,AF5ILQY4KFDTO5XHHBJ42W5DXCZQ,AFBK3X6D3AHEHSYYXPL4L6JEMSLQ,AFNB6YVNGE6IT3AWQVSIG2TJ5L3Q,AGGKMIGXUM3JRNVY7HZ3JHPJ7WTQ,AFMECPERM2GI2XQJSBWEPZKODISQ,AETPKXNOTUEX5GH7WL7XQHDR5M7Q,AERFCJ6BOMVO5YW5XM5Z2ESOIK3A",B0B1YVCJ2Y
"R2DIHMHOPYEASB,R24RHE9B30YXWQ,R3DYXQZQA6PPHM,R2458DMQ9C2Z4F,R36C67830VNHAA,R2GE3ZI47UVVO,R1XMBPKJ1QP1Q9,R1L6PX82T6UT6P","Cheap product and same is the performance but does the job,Good,No Box!!!,Good,Value for money,A very good quality cable with rubust built, and it does the work.,Value money","AGVUE2NFN2MQEOQ4PR525B2ZI5PQ,AFO4M4BQ2WS7A3LPKJY45B5C7DYQ,AG6CREU25N6P2H7RCHNIU6GGJ5BA,AHFITGJEF76CXALJZLYP6OIC4EOA,AG54MN24SX3EMMON4AMBUNL74K3Q,AF3GETWWBGMLASY2KKNNBS2VO6DQ,AHEIPXMFMVWHNPLGUXUIV5XNP2SA,AFWQRBBVJWYTYUFQHUJE63S6VXJQ",B01M4GGIVU
"R3COVVOP2R7Z28,R2T6WHEO2ONNDD,RUFFV2QR43OCM,R2LK4WPIHJ7WDA,R6IPR9FHZ5BOT,R3DU4LFGTAIEMN,RVHHM5FW31JN1,R1QA870NJWIODF","Worthy and most affordable - Great TV,Good product,It's really worth the money but,Better product in this budget,Product review,nice tv,Best product,Budget friendly TV","AFUT7ANZTZYGLXU65EQ2D5OP6UMA,AGT7YYJVUC6ZHRKQHVUQZMDNLXEA,AE7OMK3IQJR2U2JZE2HQ4BKSPA6A,AGCRCU432TIF4J2EL7GBEWOIULGQ,AERQBL3BISJQVHO3RLOOA4HKZX5A,AHIWNZ2HBQAHVE4OWODM6WH4PMOQ,AH2347WTE3DZ3TIZUB5LCLZPAYEQ,AHIH3QL5XONYJWEXF7VKLFHZBDJA",B08B42LWKN
"R249YCZVKYR5XD,R1GHL3EYAQ4ZMT,R1M0NVGZXK8NGO,R3O3MTC9L2VAJ5,RS2B5ERC0SV1O,RY1GC09VYZQT8,R29MVX7H69YMY5,R2M6TTXAWRQT5G","Ok cable,three pin with hybrid wire,Sturdy,Nice,Good.,So good,CarPlay Not supported,à¤ªà¥ˆà¤¸à¤¾ à¤µà¤¸à¥‚à¤² ðŸ™‚","AFYR53OTBUX2RNAKUZHUJ4RFJJNQ,AHR735YWWYFTQI5VGEEYP3DZPB6Q,AEO5NTPVZBDP7EHO2NOJ3Q6QPN3A,AF7S5C6MJ7XPJ26E3U3Z5TIWHRMA,AGY65IJP7XREWO3GUDT46474CYKA,AE2E632GMYL5U2ESNXOX5UT5D34A,AFHE44JRHYO42EGIWNM2GC75ZIJA,AEMJJHRL3DAOOLBWHIDSFW56MJWQ",B094JNXNPV
"R1Y30KU04V3QF4,RK3DSUGKIZT8Z,R3BIG7J6V2JZTU,R1QI1HTJPGLS5O,R3SETXTOZ47CM4,R10SL1Q7F6CHBK,R1CBYX6RCGU739,R3PGNXSPA35NB3","Very good product.,Using as a spare cable in car,Sturdy, Durable, Fast Charging!,Good brand,Itâ€™s like original apple cable,One of the best wire ..","AHZWJCVEIEI76H2VGMUSN5D735IQ,AH2DFUHFTG4CKQFVGZSB4JHXSAWA,AGYTSAUTXMOPROERNJPXNEB2XWNQ,AF5JWNCDVWTXOFCICR6IYNOEQENQ,AEEFM3W6RGC2KDYG5B6N7VQXR4QA,AGRT55DXEGF2EOL63HOKKKBB2KFA,AF6R7AMFHIWTMNFF6WPGFDOF7Z5A,AEGXNM3XGAHJGUJ7MIFPE7QFMJHA",B09W5XR9RT
"R1G4I5FLAHM16P,R1DXRMVWV2OVE8,R2BJFG3I9TAZ2P,R35RERUQG5AERU,RQVMA35UH4D2P,R2WKO9Y6VGUOOP,R1NECHJ8DC9INS,RDDDU5N0JHZS7","Just buy it dont even 2nd guess it,Quality is good,Nylon braided quiet sturdy,Amazing,Feels like steel harnessed wire - strong,Sturdy and durable. Useful for charging Power Banks,good,Nice quality","AFA332YHUPB6I7KMME7SOFX5RKQQ,AH3LHRL5P4YAVOQQCH72G2PJFXSA,AGUUHLF34AIEIOE5KULXXVWKBCMA,AHWY6IG3PXBBJMLVFMHHKM25BVCQ,AEOKB3ECJUM6UQOBFKMEMQVVHL4A,AEYA6LQE25O2P6C7XV62XM3YV2EQ,AHMKSLALVS62JUHSHAI3FUXWDYYA,AFZIZOK5KDBOB5QCHUQRR2ZWUYKA",B077Z65HSD
"R1C8MVU3EIX56Y,R10RUXC7JD5S4I,R1AFBZ5PYTHO1Z,R3GQL7YKAFJMEN,R3B6H5JPG134KN,RUG04XHXRXK95,R2Q1OYOIJI5673,RJX2WGB0X99SY","Nice,good,Paisa vassol,Sturdy and long.,Good for the price and great quality.,Works as expected,Good,Good","AGBX233C7B7D7YZEL7ZLFWMQKFDQ,AFKSU4D3IE4KNDBVVBEA3AHDD2YQ,AHJK4PVBRGDX4N5LYA4EKHULJOPQ,AFW6NV5N3FUXV3CNUACPSYC5AB3Q,AGOCMOZJWGI5VHFT2RZLTQFZLKPQ,AGX3GCRGFU4IHAJZRUP655EEGSQA,AEG5JOZOUBWEAZOGQQR6YDVPTL6A,AGUQYXAUPX5VOWYZTIWXMUIGVGCQ",B00NH11PEY
"R223OIZPTZ994S,RATMJ847EPDQX,RHWJXUIB7QJY4,RKKX7CGMNCZLA,RL8AFQ3JO8B1N,R152XS08W2OG38,R2RS0DMJ29X2W6,RLLQ8T7VXWR65","Good product,Good for charging, bad for data transfer,Wait  to get mexmum discount.,The cable quality is best and charging pin is at right position to stand ðŸ‘ðŸ»,So far super,Good,Good but issues with design","AGHYCMV7RJ5D76UEZDZJPPEUGU5Q,AGKG3U55NSBTQ4QBDCGLUGSEEICA,AEK7TJPOW2SWCHCQOA7OEGXDZPCA,AH4QNGP7K2SO6FBWTS4Y274VHV6A,AH6CX2UTCOW6LXS74QK3TCQOHRIQ,AG4T75DAKCNZ6EPYPMKBGV6J54JQ,AF4GBAADHEMI3ZLPBAIZWYWN7GJA,AGOMXFNBIQBEWLN4JDC65FDPTBDQ",B09CMM3VGK
